scenario,encryption_level,data_obfuscation_level,runs,duration_minutes,privacy_score_mean,security_score_mean,transparency_score_mean,risk_detection_accuracy_mean,precision_mean,recall_mean,f1_score_mean,latency_mean_ms,energy_total_mean_mj,encrypted_payload_rate,name_pseudonymized_rate,location_changed_rate,vitals_changed_rate,aggregate_csv,temporal_log_csv,privacy_score_delta_vs_standard,privacy_score_gain_pct
standard,none,none,1,43200,0.22000000000000006,0.42,0.18000000000000002,0.9525092592592592,0.8842105263157894,0.008130868260574969,0.01611356224822559,61.905363319444454,38826.0,0.0,0.0,0.0,0.05316666666666667,/Users/ivan/Desktop/dete4cpes-case-study/results/month_experiment_5patients/aggregate/aggregate_EXP_20260514_145758_a77379.csv,/Users/ivan/Desktop/dete4cpes-case-study/results/month_experiment_5patients/logs/temporal_log_EXP_20260514_145758_a77379.csv,0.0,0.0
combined_medium_medium,medium,medium,1,43200,0.49000000000000016,0.5199999999999997,0.18000000000000002,0.9525648148148148,0.8674698795180723,0.006985543805180945,0.013859480269489894,69.91937706481481,48546.000000000044,1.0,1.0,0.0,0.999875,/Users/ivan/Desktop/dete4cpes-case-study/results/month_experiment_5patients/aggregate/aggregate_EXP_20260514_145819_41f5c1.csv,/Users/ivan/Desktop/dete4cpes-case-study/results/month_experiment_5patients/logs/temporal_log_EXP_20260514_145819_41f5c1.csv,0.27000000000000013,122.72727272727275
